t (s),V (mV)
0,19.747
1.049,19.7414
2.058,19.7337
3.059,19.7302
4.059,19.7258
5.059,19.7273
6.058,19.7164
7.058,19.7088
8.058,19.7051
9.059,19.7029
10.058,19.6982
11.058,19.7018
12.058,19.6968
13.059,19.6923
14.059,19.6851
15.059,19.6794
16.058,19.6771
17.058,19.6752
18.058,19.6703
19.058,19.6674
